Rk,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
302,Josh Okogie,26,CHO,SG,10,2,18.8,2.6,6.5,.400,1.0,2.8,.357,1.6,3.7,.432,.477,2.2,2.7,.815,0.9,1.9,2.8,1.2,2.3,0.5,1.0,1.4,8.4
303,Vasilije Micić,31,2TM,PG,40,16,19.6,2.4,6.8,.348,1.1,3.1,.360,1.3,3.7,.338,.430,0.9,1.0,.829,0.5,1.7,2.2,3.2,0.4,0.0,1.9,1.1,6.7
303,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5
303,Vasilije Micić,31,PHO,PG,4,0,4.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.8,0.3,0.0
304,Thomas Bryant,27,2TM,C,60,7,14.9,2.6,5.0,.515,0.8,2.2,.338,1.8,2.7,.659,.591,0.8,1.0,.847,1.3,2.6,4.0,0.9,0.4,0.6,0.5,1.2,6.7
304,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1
304,Thomas Bryant,27,IND,C,50,7,15.5,2.8,5.4,.524,0.8,2.3,.336,2.0,3.1,.667,.597,0.8,1.0,.813,1.5,2.6,4.1,1.0,0.5,0.5,0.5,1.2,7.2
305,DaQuan Jeffries,27,CHO,SG,41,15,22.0,2.5,6.1,.409,1.2,3.4,.350,1.3,2.7,.482,.506,0.5,0.6,.826,0.8,2.0,2.8,1.1,0.6,0.6,0.8,2.2,6.7
306,Orlando Robinson,24,2TM,C,40,6,16.8,2.5,5.7,.442,0.4,1.1,.349,2.1,4.6,.464,.476,1.2,1.6,.790,1.9,3.0,4.8,1.7,0.4,0.4,1.1,2.2,6.6
306,Orlando Robinson,24,SAC,C,9,0,6.3,0.8,1.9,.412,0.1,0.6,.200,0.7,1.3,.500,.441,0.4,0.8,.571,0.3,1.2,1.6,1.0,0.3,0.1,0.4,0.7,2.1
306,Orlando Robinson,24,TOR,C,31,6,19.8,3.0,6.7,.445,0.5,1.2,.368,2.5,5.5,.462,.478,1.5,1.8,.818,2.3,3.5,5.8,1.9,0.4,0.5,1.2,2.6,7.9
307,Ron Holland,19,DET,SF,75,1,15.6,2.5,5.2,.477,0.5,1.9,.234,2.0,3.3,.620,.521,1.2,1.5,.763,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.8,6.6
308,Gary Payton II,32,GSW,SG,58,11,14.9,2.8,4.8,.585,0.5,1.5,.330,2.3,3.3,.704,.637,0.5,0.7,.711,0.8,2.1,3.0,1.3,0.8,0.3,0.6,1.7,6.6
309,Gabe Vincent,28,LAL,PG,66,11,21.2,2.4,5.9,.406,1.5,4.3,.362,0.8,1.6,.523,.537,0.2,0.3,.714,0.3,1.0,1.3,1.4,0.7,0.2,0.6,2.1,6.6
310,Vince Williams Jr.,24,MEM,SG,23,2,18.4,2.5,6.3,.396,0.9,3.5,.259,1.6,2.7,.571,.469,0.7,1.0,.773,0.7,2.7,3.4,2.0,0.5,0.2,1.3,1.7,6.6
311,Bones Hyland,24,2TM,PG,23,0,10.3,2.0,5.1,.398,1.4,3.6,.390,0.7,1.6,.417,.534,1.0,1.1,.885,0.2,0.8,1.0,1.4,0.8,0.2,1.1,1.3,6.5
311,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2
311,Bones Hyland,24,MIN,PG,3,0,5.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,1.3,0.0,0.0,0.3,1.0,1.7
312,Jamison Battle,23,TOR,SF,53,7,16.4,2.3,5.4,.422,1.6,4.0,.399,0.7,1.4,.486,.570,0.3,0.3,.889,0.6,1.9,2.5,0.9,0.2,0.2,0.4,1.4,6.5
313,Jeff Dowtin,27,PHI,PG,39,3,14.4,2.6,5.2,.490,0.6,1.6,.393,1.9,3.7,.531,.549,0.7,1.0,.744,0.3,1.2,1.5,1.8,0.5,0.3,0.4,0.7,6.5
314,Ryan Dunn,22,PHO,SF,68,38,18.2,2.6,6.0,.433,1.0,3.3,.314,1.6,2.7,.575,.518,0.2,0.5,.429,1.0,2.3,3.3,0.8,0.5,0.6,0.5,2.2,6.5
315,Zach Collins,27,2TM,PF,58,12,15.1,2.4,4.7,.513,0.5,1.6,.305,1.9,3.0,.625,.566,1.1,1.2,.875,1.6,2.8,4.4,1.7,0.5,0.5,0.9,2.1,6.4
315,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,.462,0.4,1.3,.304,1.3,2.4,.547,.515,0.9,1.0,.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6
315,Zach Collins,27,CHI,PF,22,8,20.5,3.5,6.3,.561,0.7,2.2,.306,2.9,4.1,.700,.615,1.5,1.7,.865,2.4,4.5,6.9,2.2,0.6,0.5,1.3,2.3,9.2
316,Precious Achiuwa,25,NYK,C,53,8,19.9,2.7,5.3,.512,0.2,0.6,.281,2.6,4.7,.542,.528,0.7,1.2,.594,1.8,3.6,5.5,0.9,0.8,0.7,0.8,1.3,6.4
317,Kris Dunn,30,LAC,PG,68,52,23.9,2.6,6.0,.429,1.0,3.1,.321,1.6,2.9,.543,.511,0.2,0.3,.682,0.8,2.7,3.5,2.9,1.7,0.4,1.0,2.7,6.4
318,Haywood Highsmith,28,MIA,SF,68,40,24.6,2.4,5.1,.463,1.2,3.0,.386,1.2,2.1,.573,.577,0.4,0.6,.732,0.9,2.4,3.3,1.5,1.0,0.5,0.7,2.2,6.4
319,KJ Martin,24,2TM,PF,43,16,21.2,2.6,4.7,.552,0.3,1.3,.259,2.2,3.3,.671,.590,0.9,1.1,.787,0.7,2.2,2.9,1.1,0.4,0.5,0.6,2.3,6.4
319,KJ Martin,24,PHI,PF,24,7,20.0,2.5,4.1,.616,0.3,0.9,.381,2.2,3.3,.679,.657,1.0,1.2,.828,0.9,2.1,3.0,0.8,0.5,0.7,0.5,2.6,6.4
319,KJ Martin,24,UTA,SF,19,9,22.7,2.6,5.4,.490,0.4,1.9,.189,2.3,3.4,.662,.525,0.7,0.9,.722,0.5,2.3,2.8,1.5,0.3,0.3,0.6,2.1,6.3
320,Ajay Mitchell,22,OKC,SG,34,1,16.5,2.5,4.9,.506,0.6,1.5,.431,1.8,3.4,.539,.572,0.8,1.0,.848,0.5,1.5,2.0,1.7,0.7,0.1,0.8,1.7,6.4
321,Marcus Sasser,24,DET,PG,53,0,13.6,2.3,4.9,.469,1.0,2.6,.391,1.3,2.3,.558,.574,0.7,0.8,.837,0.3,0.9,1.2,2.2,0.6,0.1,0.9,1.2,6.3
322,Seth Curry,34,CHO,SG,64,12,15.4,2.3,5.0,.467,1.2,2.6,.449,1.1,2.3,.487,.585,0.4,0.5,.848,0.4,1.3,1.6,0.9,0.4,0.1,0.5,0.9,6.2
323,Trey Lyles,29,SAC,PF,63,2,18.4,2.1,5.3,.405,1.1,3.4,.333,1.0,1.9,.534,.512,0.8,1.1,.721,1.1,3.3,4.5,1.2,0.6,0.3,0.6,1.2,6.2
324,Dru Smith,27,MIA,SG,14,1,19.1,2.2,4.4,.508,1.1,2.1,.533,1.1,2.2,.484,.639,0.6,0.9,.750,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2
325,Matisse Thybulle,27,POR,SG,9,0,16.7,2.4,5.2,.468,1.1,3.0,.370,1.3,2.2,.600,.574,0.2,0.4,.500,0.8,2.3,3.1,1.7,2.3,0.4,0.8,0.4,6.2
326,Donovan Clingan,20,POR,C,61,31,19.0,2.5,4.7,.540,0.2,0.6,.308,2.3,4.0,.577,.561,0.9,1.5,.604,3.0,4.4,7.4,1.1,0.5,1.6,1.1,2.8,6.1
327,Simone Fontecchio,29,DET,SF,69,0,16.9,2.0,5.1,.401,1.0,3.1,.332,1.0,2.0,.504,.500,1.0,1.2,.827,0.7,2.3,2.9,0.9,0.4,0.2,0.7,1.3,6.1
328,Jordan Goodwin,26,LAL,PG,22,5,19.4,2.4,5.0,.468,1.0,2.4,.404,1.4,2.7,.525,.563,0.4,0.5,.818,1.4,2.2,3.6,1.4,1.0,0.5,0.8,1.6,6.1
329,Jeremiah Robinson-Earl,24,NOP,PF,60,6,18.1,2.3,4.9,.464,0.8,2.3,.345,1.5,2.6,.571,.546,0.7,0.9,.843,1.5,2.9,4.4,1.2,0.6,0.1,0.7,1.2,6.1
330,Talen Horton-Tucker,24,CHI,SG,52,0,11.6,2.2,4.8,.450,0.8,2.1,.361,1.4,2.7,.518,.528,1.0,1.3,.714,0.3,1.4,1.8,1.3,0.3,0.2,0.7,1.0,6.0
331,Sandro Mamukelashvili,25,SAS,PF,55,0,10.3,2.2,4.3,.509,1.0,2.5,.404,1.2,1.8,.653,.626,0.7,0.9,.712,1.0,1.9,2.9,0.7,0.4,0.3,0.4,0.9,6.0
332,Isaiah Stewart,23,DET,C,69,3,19.6,2.4,4.3,.562,0.2,0.7,.311,2.2,3.7,.607,.586,0.9,1.2,.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.4,6.0
333,Kenrich Williams,30,OKC,PF,63,5,15.9,2.3,4.8,.483,1.0,2.4,.400,1.4,2.4,.566,.583,0.4,0.5,.806,0.9,2.5,3.4,1.4,0.6,0.1,0.5,1.6,6.0
334,James Wiseman,23,IND,C,1,0,5.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,2.0,2.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0
335,Isaiah Wong,24,CHO,SG,20,0,13.3,2.1,5.3,.390,0.7,1.7,.394,1.4,3.6,.389,.452,1.3,1.7,.735,0.7,0.9,1.6,1.4,0.6,0.0,0.9,1.1,6.0
336,Mouhamed Gueye,22,ATL,PF,27,23,15.7,2.2,5.4,.408,0.6,2.7,.233,1.6,2.7,.581,.466,0.8,1.1,.759,1.0,2.5,3.5,0.7,0.9,1.0,0.4,1.6,5.9
337,Isaac Okoro,24,CLE,SG,50,21,18.7,2.1,4.7,.455,1.0,2.7,.365,1.1,1.9,.583,.562,0.6,0.9,.711,0.9,1.4,2.2,1.3,0.6,0.3,0.4,1.9,5.9
338,Ryan Rollins,22,MIL,PG,50,14,13.8,2.2,4.5,.489,0.8,2.1,.404,1.4,2.5,.561,.581,0.6,0.8,.821,0.4,1.5,1.9,1.6,0.7,0.3,0.9,1.5,5.9
339,Jarace Walker,21,IND,PF,69,3,15.5,2.1,4.6,.461,0.9,2.4,.392,1.2,2.2,.536,.563,0.7,1.0,.662,0.3,2.5,2.8,1.4,0.7,0.3,1.0,1.6,5.9
340,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8
340,Moses Brown,25,IND,C,9,0,5.1,1.4,2.2,.650,0.0,0.0,,1.4,2.2,.650,.650,0.3,0.6,.600,0.4,1.0,1.4,0.0,0.2,0.1,0.7,0.7,3.2
340,Moses Brown,25,DAL,C,4,2,18.3,5.3,7.3,.724,0.0,0.0,,5.3,7.3,.724,.724,1.3,1.5,.833,2.0,5.8,7.8,0.5,1.0,0.8,1.3,2.8,11.8
341,Robert Williams,27,POR,C,20,3,17.6,2.5,3.9,.641,0.1,0.2,.333,2.5,3.8,.653,.647,0.8,0.9,.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8
342,Luke Kornet,29,BOS,C,67,13,18.3,2.4,3.5,.679,0.0,0.0,.000,2.4,3.5,.685,.679,0.9,1.3,.694,2.5,2.8,5.3,1.6,0.5,1.0,0.4,1.6,5.7
343,Jaylin Williams,22,OKC,PF,44,7,16.6,2.0,4.7,.427,1.2,3.3,.378,0.8,1.4,.540,.558,0.5,0.6,.750,1.0,4.5,5.6,2.5,0.5,0.6,0.7,1.7,5.7
344,Shake Milton,28,2TM,SG,53,1,14.8,2.1,4.5,.460,0.7,1.9,.363,1.4,2.5,.533,.538,0.8,1.0,.792,0.6,1.3,1.9,1.9,0.4,0.1,0.7,1.2,5.6
344,Shake Milton,28,BRK,SG,27,1,18.2,2.7,5.8,.465,1.0,2.7,.389,1.7,3.1,.529,.554,0.9,1.2,.758,0.6,1.3,1.9,2.4,0.6,0.0,0.7,1.6,7.4
344,Shake Milton,28,LAL,SG,26,0,11.3,1.4,3.1,.450,0.3,1.2,.300,1.0,1.9,.540,.506,0.7,0.8,.850,0.5,1.3,1.9,1.3,0.3,0.1,0.7,0.8,3.8
345,Kyle Anderson,31,2TM,PF,55,4,15.5,2.2,4.7,.469,0.5,1.2,.373,1.8,3.5,.503,.517,0.7,1.0,.732,0.8,2.3,3.1,2.2,0.7,0.4,0.6,1.2,5.6
345,Kyle Anderson,31,GSW,PF,36,3,15.0,2.1,4.7,.450,0.5,1.4,.365,1.6,3.3,.487,.506,0.5,0.8,.667,0.8,2.3,3.1,2.3,0.7,0.6,0.6,1.1,5.3
345,Kyle Anderson,31,MIA,SF,19,1,16.3,2.4,4.8,.505,0.3,0.8,.400,2.1,4.0,.526,.538,1.2,1.5,.793,1.0,2.2,3.2,2.2,0.5,0.2,0.7,1.4,6.4
346,Jonathan Mogbo,23,TOR,PF,57,13,19.1,2.2,5.0,.440,0.3,1.0,.281,1.9,4.0,.480,.468,1.0,1.4,.727,1.7,2.8,4.5,1.8,0.8,0.5,0.9,2.1,5.6
347,Tidjane Salaün,19,CHO,PF,54,8,19.8,1.8,5.4,.338,0.9,3.2,.292,0.9,2.2,.403,.424,1.0,1.4,.727,1.2,3.3,4.5,1.1,0.5,0.3,0.9,1.3,5.6
348,Oscar Tshiebwe,25,UTA,C,11,1,16.9,2.1,3.5,.590,0.0,0.0,,2.1,3.5,.590,.590,1.5,1.8,.800,2.7,5.1,7.8,0.6,0.8,0.0,0.5,1.6,5.6
349,Ben Simmons,28,2TM,PG,47,24,22.8,2.4,4.7,.525,0.0,0.0,,2.4,4.7,.525,.525,0.5,0.7,.727,0.9,4.0,4.9,5.9,0.8,0.5,2.1,2.1,5.4
349,Ben Simmons,28,BRK,PG,33,24,25.0,2.8,5.2,.547,0.0,0.0,,2.8,5.2,.547,.547,0.5,0.8,.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2
349,Ben Simmons,28,LAC,PG,14,0,17.5,1.6,3.5,.449,0.0,0.0,,1.6,3.5,.449,.449,0.4,0.5,.857,0.9,3.3,4.2,3.4,0.9,0.4,0.8,1.3,3.6
350,Moussa Diabaté,23,CHO,C,67,8,17.2,2.2,3.7,.596,0.0,0.1,.000,2.2,3.7,.606,.596,0.9,1.6,.590,2.7,3.4,6.1,0.8,0.6,0.6,0.8,1.5,5.4
351,Dean Wade,28,CLE,PF,55,28,21.3,1.9,4.6,.412,1.3,3.8,.352,0.6,0.8,.689,.557,0.3,0.5,.536,0.9,3.4,4.4,1.3,0.7,0.4,0.4,1.7,5.4
352,Keaton Wallace,25,ATL,PG,28,4,16.2,2.0,4.9,.413,0.9,2.6,.356,1.1,2.3,.477,.507,0.4,0.4,1.000,0.3,1.1,1.4,2.2,0.8,0.3,1.0,1.3,5.4
353,Javonte Green,31,2TM,SG,63,18,19.0,1.8,4.2,.439,0.7,2.1,.354,1.1,2.1,.522,.527,0.9,1.2,.730,0.9,2.4,3.3,0.8,1.0,0.5,0.5,1.4,5.3
353,Javonte Green,31,NOP,SG,50,18,21.8,2.0,4.5,.446,0.8,2.2,.352,1.2,2.3,.534,.531,1.0,1.3,.758,1.0,2.6,3.6,0.9,1.1,0.6,0.6,1.5,5.8
353,Javonte Green,31,CLE,SG,13,0,8.0,1.2,3.1,.400,0.6,1.7,.364,0.6,1.4,.444,.500,0.3,0.6,.500,0.6,1.5,2.2,0.5,0.5,0.0,0.2,1.1,3.4
354,Alex Reese,25,2TM,PF,13,0,15.3,1.8,3.7,.500,1.0,2.7,.371,0.8,1.0,.846,.635,0.6,0.8,.800,0.7,2.6,3.3,0.3,0.7,0.6,0.4,1.5,5.3
354,Alex Reese,25,OKC,PF,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
354,Alex Reese,25,PHI,PF,12,0,16.4,1.9,3.9,.489,1.1,2.9,.371,0.8,1.0,.833,.628,0.7,0.8,.800,0.7,2.8,3.5,0.3,0.8,0.7,0.4,1.7,5.6
355,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3
356,Aaron Holiday,28,HOU,PG,57,3,12.8,1.8,4.2,.430,1.1,2.9,.384,0.7,1.4,.526,.560,0.6,0.7,.825,0.2,1.1,1.3,1.3,0.3,0.2,0.6,1.0,5.3
357,Kevin Love,36,MIA,PF,23,9,10.9,1.8,5.0,.357,1.0,2.9,.358,0.7,2.1,.354,.461,0.7,1.0,.696,1.0,3.1,4.1,1.0,0.7,0.2,0.6,0.9,5.3
358,Antonio Reeves,24,NOP,SG,38,2,12.1,2.0,4.3,.466,0.9,2.3,.419,1.1,2.0,.519,.577,0.3,0.4,.800,0.4,0.8,1.1,0.7,0.3,0.1,0.6,0.7,5.3
359,Ben Sheppard,23,IND,SG,62,9,19.5,1.9,4.6,.418,1.1,3.2,.340,0.8,1.4,.591,.535,0.4,0.4,.889,0.7,2.1,2.8,1.3,0.6,0.2,0.4,2.0,5.3
360,Bismack Biyombo,32,SAS,C,22,20,18.8,2.4,3.7,.642,0.0,0.0,,2.4,3.7,.642,.642,0.5,1.1,.417,1.4,3.9,5.3,1.2,0.6,0.9,0.8,1.9,5.2
361,Jonathan Isaac,27,ORL,PF,67,0,15.3,1.8,4.5,.409,0.6,2.2,.260,1.3,2.3,.548,.472,0.9,1.4,.670,1.6,2.7,4.3,0.5,0.9,1.1,0.4,1.2,5.2
362,Mitchell Robinson,26,NYK,C,14,2,16.4,2.2,3.4,.660,0.0,0.0,,2.2,3.4,.660,.660,0.8,1.1,.733,3.0,3.1,6.1,0.6,0.9,1.0,0.6,1.4,5.2
363,Collin Gillespie,25,PHO,PG,27,8,12.3,1.8,4.0,.454,1.0,2.1,.448,0.9,1.9,.460,.574,0.5,0.6,.875,0.6,1.4,2.0,2.3,0.4,0.1,0.5,0.9,5.1
364,Monte Morris,29,PHO,PG,43,0,12.6,1.8,4.3,.416,0.7,1.9,.346,1.1,2.4,.471,.492,0.8,1.0,.857,0.3,1.2,1.4,1.6,0.5,0.1,0.4,0.5,5.1
365,Alondes Williams,25,DET,SG,1,0,4.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0
366,Jeff Green,38,HOU,PF,29,2,11.9,1.8,3.4,.510,0.8,2.1,.371,1.0,1.3,.737,.625,0.6,0.7,.850,0.3,1.3,1.7,0.4,0.2,0.1,0.3,1.0,4.9
367,Quenton Jackson,26,IND,PG,26,7,12.4,1.8,3.8,.485,0.5,1.2,.387,1.4,2.6,.529,.545,0.8,1.0,.741,0.5,0.9,1.4,1.8,0.7,0.2,0.5,1.5,4.9
368,Neemias Queta,25,BOS,C,57,6,13.9,2.1,3.2,.649,0.0,0.1,.000,2.1,3.2,.659,.649,0.7,1.0,.750,1.5,2.4,3.9,0.6,0.3,0.6,0.6,1.7,4.9
369,Cole Swider,25,2TM,SF,6,0,15.2,1.8,5.3,.344,1.2,4.3,.269,0.7,1.0,.667,.453,0.0,0.2,.000,0.3,1.5,1.8,0.2,0.3,0.2,0.0,1.2,4.8
369,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
369,Cole Swider,25,TOR,SF,4,0,19.5,2.8,6.8,.407,1.8,5.3,.333,1.0,1.5,.667,.537,0.0,0.3,.000,0.5,1.8,2.3,0.0,0.5,0.3,0.0,1.5,7.3
370,Rob Dillingham,20,MIN,PG,46,1,11.1,2.0,4.6,.443,0.5,1.6,.342,1.5,3.0,.496,.502,0.2,0.3,.533,0.3,0.8,1.1,2.1,0.4,0.0,1.1,0.8,4.8
371,Landry Shamet,27,NYK,SG,44,0,14.4,1.9,4.1,.453,1.0,2.6,.362,0.9,1.5,.615,.569,0.2,0.3,.538,0.2,0.9,1.1,0.5,0.5,0.0,0.4,1.0,4.8
372,Torrey Craig,34,2TM,SF,22,2,10.9,1.6,3.5,.462,1.0,2.6,.397,0.6,0.9,.650,.609,0.4,0.5,.667,1.0,1.3,2.3,0.4,0.2,0.3,0.1,1.3,4.7
372,Torrey Craig,34,CHI,SF,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9
372,Torrey Craig,34,BOS,SF,13,1,9.7,1.1,2.5,.424,0.6,1.8,.348,0.5,0.8,.600,.545,0.4,0.6,.625,1.1,0.8,1.9,0.3,0.2,0.5,0.2,1.1,3.2
373,David Roddy,23,2TM,PF,30,3,12.5,1.7,3.7,.464,0.6,1.8,.333,1.1,1.9,.586,.545,0.6,0.7,.818,0.4,2.2,2.6,1.1,0.5,0.3,0.7,0.6,4.7
373,David Roddy,23,ATL,PF,27,3,12.8,1.6,3.4,.473,0.6,1.6,.372,1.0,1.9,.560,.559,0.7,0.8,.818,0.4,2.2,2.6,1.1,0.4,0.3,0.7,0.7,4.5
373,David Roddy,23,PHI,PF,3,0,9.7,2.7,6.3,.421,0.7,3.7,.182,2.0,2.7,.750,.474,0.0,0.0,,0.7,2.3,3.0,1.0,0.7,0.0,0.3,0.3,6.0
374,Lindy Waters III,27,2TM,SG,50,9,14.7,1.7,4.6,.370,1.1,3.4,.339,0.6,1.2,.452,.493,0.2,0.2,.727,0.4,1.7,2.1,1.0,0.5,0.2,0.4,1.2,4.7
374,Lindy Waters III,27,GSW,SG,38,9,17.2,2.0,5.4,.371,1.3,3.9,.331,0.7,1.5,.474,.490,0.2,0.3,.727,0.4,2.1,2.5,1.1,0.6,0.3,0.4,1.4,5.5
374,Lindy Waters III,27,DET,SG,12,0,6.7,0.8,2.1,.360,0.7,1.7,.400,0.1,0.4,.200,.520,0.0,0.0,,0.3,0.3,0.7,0.6,0.3,0.0,0.3,0.5,2.2
375,Taylor Hendricks,21,UTA,PF,3,3,25.0,1.3,6.0,.222,1.0,4.0,.250,0.3,2.0,.167,.306,1.0,1.3,.750,1.7,3.3,5.0,0.7,1.7,1.3,0.7,2.7,4.7
376,Drew Eubanks,27,2TM,C,56,4,12.6,1.9,3.2,.592,0.1,0.1,.500,1.8,3.1,.595,.601,0.8,1.2,.652,1.0,2.8,3.8,0.9,0.2,0.7,0.7,1.0,4.6
376,Drew Eubanks,27,UTA,C,37,4,15.4,2.4,3.9,.607,0.1,0.1,.600,2.3,3.8,.607,.617,1.0,1.5,.632,1.1,3.5,4.5,1.2,0.3,0.9,0.8,1.2,5.8
376,Drew Eubanks,27,LAC,C,19,0,7.1,0.9,1.8,.529,0.0,0.1,.000,0.9,1.7,.545,.529,0.5,0.6,.750,0.8,1.5,2.3,0.3,0.1,0.3,0.4,0.6,2.4
377,Adem Bona,21,PHI,C,52,5,13.8,1.8,2.6,.689,0.0,0.0,,1.8,2.6,.689,.689,1.0,1.5,.684,1.4,2.3,3.7,0.4,0.4,1.1,0.9,2.0,4.6
378,Jaylen Clark,23,MIN,SG,34,4,14.1,1.6,3.4,.479,0.6,1.5,.431,1.0,1.9,.515,.573,0.6,0.9,.759,0.7,0.7,1.4,0.7,1.0,0.1,0.2,1.7,4.6
379,Kevon Looney,28,GSW,C,69,6,15.0,1.9,3.8,.510,0.0,0.1,.400,1.9,3.7,.512,.513,0.7,1.3,.551,2.6,3.7,6.2,1.6,0.6,0.5,0.5,2.1,4.6
380,Jabari Walker,22,POR,SF,54,1,11.4,1.7,3.4,.508,0.4,1.1,.393,1.3,2.3,.565,.573,0.7,1.0,.679,1.0,2.4,3.4,0.6,0.5,0.1,0.5,1.4,4.6
381,Cody Williams,20,UTA,SG,50,21,21.2,1.7,5.1,.323,0.7,2.7,.259,1.0,2.4,.393,.391,0.6,0.8,.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6
382,Jaylen Martin,21,2TM,SF,14,0,13.4,1.9,4.1,.448,0.4,1.3,.333,1.4,2.9,.500,.500,0.4,0.4,1.000,0.6,2.1,2.7,0.9,0.3,0.0,0.7,0.7,4.5
382,Jaylen Martin,21,BRK,SF,3,0,1.7,0.3,0.7,.500,0.3,0.3,1.000,0.0,0.3,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0
382,Jaylen Martin,21,WAS,SF,11,0,16.5,2.3,5.1,.446,0.5,1.5,.294,1.8,3.5,.513,.491,0.5,0.5,1.000,0.8,2.6,3.5,1.2,0.4,0.0,0.9,0.8,5.5
383,Charles Bassey,24,SAS,C,35,1,10.6,1.9,3.3,.586,0.0,0.0,,1.9,3.3,.586,.586,0.6,0.9,.636,1.6,2.7,4.3,0.5,0.4,0.9,0.7,1.4,4.5
384,Pelle Larsson,23,MIA,SG,52,5,13.3,1.6,3.6,.446,0.6,1.6,.341,1.0,1.9,.535,.524,0.7,1.1,.691,0.5,1.1,1.6,1.1,0.5,0.1,0.4,1.6,4.5
385,Mason Plumlee,34,PHO,C,70,20,17.5,1.7,2.8,.613,0.0,0.0,.000,1.7,2.7,.623,.613,1.1,1.7,.655,1.6,4.6,6.2,1.8,0.4,0.6,0.8,2.1,4.5
386,Terrence Shannon Jr.,24,MIN,SG,31,1,10.8,1.8,3.7,.482,0.4,1.0,.355,1.4,2.7,.530,.531,0.5,0.7,.810,0.3,1.2,1.5,1.0,0.2,0.2,0.5,0.8,4.5
387,Dalen Terry,22,CHI,SG,68,4,13.3,1.6,3.5,.461,0.5,1.4,.370,1.1,2.2,.517,.531,0.7,1.0,.701,0.5,1.1,1.6,1.3,0.6,0.2,0.7,1.5,4.5
388,Reggie Jackson,34,PHI,PG,31,1,12.4,1.7,4.3,.391,0.8,2.4,.338,0.9,1.9,.458,.485,0.2,0.3,.778,0.3,1.1,1.4,1.5,0.5,0.1,0.5,1.1,4.4
389,Jock Landale,29,HOU,C,39,1,11.1,1.8,3.5,.511,0.2,0.5,.381,1.6,2.9,.535,.541,0.6,0.9,.667,1.3,1.7,3.1,0.8,0.3,0.3,0.5,1.1,4.4
390,Jordan Miller,25,LAC,SF,34,0,12.1,1.7,3.9,.435,0.2,1.1,.216,1.4,2.8,.521,.466,0.8,1.0,.788,0.7,1.0,1.7,1.0,0.5,0.1,0.7,0.7,4.4
391,Dariq Whitehead,20,BRK,SF,14,0,9.1,1.5,3.7,.404,1.3,3.1,.419,0.2,0.6,.333,.577,0.1,0.2,.333,0.1,0.9,1.1,0.4,0.3,0.1,0.6,0.6,4.4
